,label,tweet,tweets_length,cleaned_tweets,label_code
3139,happy,"selamat ulang tahun papi [USERNAME] semoga panjang umur, sehat selalu, berkah barokah, lancar rejeki, dan tentunya segera lulus ""ujian"".. Amiien.. [URL]",21,selamat ulang tahun papi username moga panjang umur sehat selalu berkah barokah lancar rejeki dan tentu segera lulus uji amiien url,1
3140,love,"Selamat sore nona [USERNAME] Kenalkan, saya ucok bambang. Saya utusan Kapten Daren, dateng dari planet yg kaga ke daftar dalam tata surya. Kedatangan saya untuk menawarkan Hati satu rasa.... Cinta. Mau tidak? Wks #Darencintafeyca [URL]",35,selamat sore nona username kenal saya ucok bambang saya utus kapten daren dateng dari planet yg kaga ke daftar dalam tata surya datang saya untuk tawar hati satu rasa cinta mau tidak wks darencintafeyca url,3
3141,sadness,"Mengapa hidup ini ada yang mengatakan kejam? Mungkin dia menganggap hidup ini sebagai pertarungan juga arena persaingan. Kalau dia berfikir layaknya petani, maka hidup ya seperti bercocok tanam, ia akan merasa diantara harapan & ketakutan",34,mengapa hidup ini ada yang kata kejam mungkin dia anggap hidup ini bagai tarung juga arena saing kalau dia berfikir layak tani maka hidup ya seperti cocok tanam ia akan rasa antara harap takut,2
3142,happy,tahu acara yg paling asik? Acara asikahan anak kita nanti [USERNAME] [USERNAME] #IniSahurTIKETCOMHariKe20,13,tahu acara yg paling asik acara asikahan anak kita nanti username username inisahurtiketcomharike20,1
3143,sadness,"Sampai kadang berpikir ""Tuhan gak adil. Aku seharusnya yg berada disana"". Pemikiran seperti ini yang membuat kita sulit mengikhlaskan sesuatu. Namun aku sadar bahwa pemikiran seperti ini keliru. Apakah orang yang berada ditempat itu tidak berjuang dengan keras?",38,sampai kadang pikir tuhan gak adil aku harus yg ada sana pikir seperti ini yang buat kita sulit ikhlas sesuatu namun aku sadar bahwa pikir seperti ini keliru apakah orang yang ada tempat itu tidak juang dengan keras,2
3144,anger,"semoga kedepannya ga kejadian lagi Barista [USERNAME] Gancit ngeselin. Masa pesen espresso yg harusnya pahit jd manis. Kopi yg kamu jual bukan barang murah loh, jd wajar klo yg dicari kesempurnaan rasa. baru kali ini ada barista kayak gitu.",39,moga depan ga jadi lagi barista username gancit ngeselin masa sen espresso yg harus pahit jd manis kopi yg kamu jual bukan barang murah loh jd wajar klo yg cari sempurna rasa baru kali ini ada barista kayak gitu,0
3145,anger,[USERNAME] [USERNAME] Tetangganya lebih responsif ms. Walaupun tetap aja masalahnya ga diperbaiki. Yang penting pelanggan merasa dipedulikan dulu.,18,username username tetangga lebih responsif ms walaupun tetap aja masalah ga baik yang penting langgan rasa peduli dulu,0
3146,love,"suka sama sifat protective-nya, bawelnya, manjanya, terus dia yg sayang banget sama Nako, cemburuan as always wkwk tapi ndapapa daddy Nako selalu sayang daddy kok ehehe",27,suka sama sifat protective nya bawel manja terus dia yg sayang banget sama nako cemburu as always wkwk tapi ndapapa daddy nako selalu sayang daddy kok ehehe,3
3147,anger,"Katanya sebelum lambat 6 bln bisa perpanjang sim dimana aja, sy ke mobil sim ga bisa. Mana harus keluar kota lg. Kemarin sebelum lebaran selalu ga kebagian kuota . ???? [USERNAME]",29,kata belum lambat 6 bln bisa panjang sim mana aja sy ke mobil sim ga bisa mana harus keluar kota lg kemarin belum lebaran selalu ga bagi kuota username,0
3148,happy,"Hari ini aku begitu menikmati sendiriku dengan maraton drakor. Dan ""about time"" ini mengajariku gimana caranya di sisa hidup kalian bisa menghargai bagian bagian terkecil yang sering kalian tidak sadari telah kalian acuhkan. Orang yang kalian sayang contohnya :)",38,hari ini aku begitu nikmat sendiri dengan maraton drakor dan about time ini ajar gimana cara di sisa hidup kalian bisa harga bagi bagi kecil yang sering kalian tidak sadar telah kalian acuh orang yang kalian sayang contoh,1
3149,fear,"/rlt/ kenapa ya gue kalo ga sengaja kontak mata sama orang (cowo) asing yang ngeliatin gue mulu, langsung gue sinisin, muka jutek, sebenarnya takut diliatin gitu. gue di cap cewe sombong ga sih?:(",33,rlt kenapa ya gue kalo ga sengaja kontak mata sama orang cowo asing yang ngeliatin gue mulu langsung gue sinisin muka jutek benar takut diliatin gitu gue di cap cewe sombong ga sih,4
3150,love," Jika ingat diriMu, hati ini plong gitu ku akan mempetahankan dirimu dalam rasaku karena kau adalah........... Sejatiku...!!! penuh cinta",19,jika ingat diri hati ini plong gitu ku akan tahan diri dalam rasa karena kau adalah sejati penuh cinta,3
3151,love,Jadi demen sama oppa ini huhuhuhu,6,jadi demen sama oppa ini huhuhuhu,3
3152,fear,Mau nonton tp deg2an takut ga sama kaya imajinasi waktu baca ini,12,mau nonton tp deg2an takut ga sama kaya imajinasi waktu baca ini,4
3153,love,"Sosok jyoti itu apa? Knp gua bisa jadi secret admire lu? I like your ""typing"",bener kata orang klo lagi bucin apa aja di sukain. Tapi serius gua suka ngestalk lu karna typing lu ke orang orang",37,sosok jyoti itu apa knp gua bisa jadi secret admire lu i like your typing bener kata orang klo lagi bucin apa aja di sukain tapi serius gua suka ngestalk lu karna typing lu ke orang orang,3
3154,sadness,"[USERNAME] Min, akhir2 ini kualitas sinyal internet telkomsel di tempat saya, desa mlaran, kec. Gebang, kab. Purworejo kok menurun ya? Yg tadinya 4G jadi H+. Jadi mau browsing buka sosmed lelet sekali. Kasus ini juga dialami sama tetangga saya. Mohon info",41,username min akhir2 ini kualitas sinyal internet telkomsel di tempat saya desa mlaran kec gebang kab purworejo kok turun ya yg tadi 4g jadi h jadi mau browsing buka sosmed lelet sekali kasus ini juga alami sama tetangga saya mohon info,2
3155,happy,"Banyak yg bilang "" kmu itu udah jdi guru jiwa keibuan lelaki mana yg gag mau coba ya meskipun materimu gag seberapa tp banyak yg kagum "" tersenyum dan billang allhmdulillah ternyata dekat dengan banyak anak kecil dapat berpengaruh positif dalam diri kita [URL]",42,banyak yg bilang kmu itu udah jdi guru jiwa ibu lelaki mana yg gag mau coba ya meski materi gag berapa tp banyak yg kagum senyum dan billang allhmdulillah nyata dekat dengan banyak anak kecil dapat pengaruh positif dalam diri kita url,1
3156,sadness,makasih deh get well soon kaocha ) ngantuk capai pegel mual pusing muak pft:'&,13,makasih deh get well soon kaocha ngantuk capai gel mual pusing muak pft,2
3157,sadness,"Bapak Kos liat sinetron di ruang tengah. Bule dateng terus bilang ""Nangis-nangis terus, kenapa Indonesia bikin film nangis-nangis terus"" emmm kenapa kira2?",24,bapak kos liat sinetron di ruang tengah bule dateng terus bilang nang nang terus kenapa indonesia bikin film nang nang terus emmm kenapa kira2,2
3158,anger,"Gatau anjyr muak gue belajar bisnis internasional, pemasaran internasional, perekonomian internasional. Dear bapak dosen, kmrn bapak bilang mau bahas pariwisata di ekopembangunan biar santai. Sampai uas bapak nggak bahas bahas. Enek gue denger pdb, gini ratio, dan kawan-kawannya",39,gatau anjyr muak gue ajar bisnis internasional pasar internasional ekonomi internasional dear bapak dosen kmrn bapak bilang mau bahas pariwisata di ekopembangunan biar santai sampai uas bapak nggak bahas bahas enek gue denger pdb gin ratio dan kawan kawan,0
3159,love,"Dibalik kecemburuan,terselip rasa kasih sayang yg dalam. Maka dr itu,cemburu diperlukan dlm setiap hubungan,tetapi tetap dlm kadar yg wajar tentunya:)",23,balik cemburu selip rasa kasih sayang yg dalam maka dr itu cemburu perlu dlm tiap hubung tetapi tetap dlm kadar yg wajar tentu,3
3160,anger,"Btw sepanjang JL. Jakarta bahaya banget ya, banyak jalan berlubang, apakabar nih dinas PU Malang? Diem diem baee #kotamalang #savejalanraya #Malang",21,btw panjang jl jakarta bahaya banget ya banyak jalan lubang apakabar nih dinas pu malang diem diem baee kotamalang savejalanraya malang,0
3161,anger,"please min [USERNAME] jaringan wifi telkom kok lemot sekali. Padahal masih serumah cuma beda lantai aja atas sama bawah, kenapa signalnya ngilang2 mulu",23,please min username jaring wifi telkom kok lot sekali padahal masih rumah cuma beda lantai aja atas sama bawah kenapa signalnya ngilang2 mulu,0
3162,happy,Baru dengerin dengan seksama lagu nge hits di Tik tok. 'Aisyah jatuh cinta pada Jamila'? (Bener gitu?) Ets jan lupa *dua jari dua jari = empat jari,26,baru dengerin dengan seksama lagu nge hits di tik tok aisyah jatuh cinta pada jamila bener gitu ets jan lupa dua jari dua jari empat jari,1
3163,anger,Ada orang yang niat banget bikin akun gaib cuma buat memaki dan memarahi orang lain. Marah kok melalui akun gaib!!,20,ada orang yang niat banget bikin akun gaib cuma buat maki dan parah orang lain marah kok lalu akun gaib,0
3164,anger,saya ganteng tidak-suka mati saja kamu,7,saya ganteng tidak suka mati saja kamu,0
3165,happy,"Alhamdulillah Kembali ke kota pahlawan dlm rangka mendampingi teman2 peserta diklat , Smg mndapatkan inspirasi yg trbaik sbg bekal fase kediklatan berikutnya....",21,alhamdulillah kembali ke kota pahlawan dlm rangka damping teman2 serta diklat smg mndapatkan inspirasi yg trbaik sbg bekal fase kediklatan ikut,1
3166,anger,"Orang-orang yg tiap abis beli bedak, baju, skincare, aksesoris, paketan udah sampe, dll. Beli apapun wes. Emang kenapa sih harus di bikin status di wa / instastory?",27,orang orang yg tiap abis beli bedak baju skincare aksesoris paket udah sampe dll beli apa wes emang kenapa sih harus di bikin status di wa instastory,0
3167,anger,"[USERNAME] min gimana nih yg sesi pertam waktunya hampir habis tapi belum bisa login sama sekali dari tadi? Apakah ada penjadwalan ulang untuk tesnya, kan kesalahan dari server bukan pelamar",30,username min gimana nih yg sesi tam waktu hampir habis tapi belum bisa login sama sekali dari tadi apakah ada jadwal ulang untuk tes kan salah dari server bukan lamar,0
3168,fear,"4. Takut Takut, nanti kalo diputusin gimana? Kalo diselingkuhin gimana? Kalo diporotin gimana? Kalo malah diajak ke KUA gimana? Gimanaaa? GIMANAA??! Ya pokok nya banyak lah ketakutan ketakutan lainnya.",29,4 takut takut nanti kalo diputusin gimana kalo diselingkuhin gimana kalo diporotin gimana kalo malah ajak ke kua gimana gimanaaa gimanaa ya pokok nya banyak lah takut takut lain,4
3169,fear,"aku mau curhat disini aja deh. aq tuh selama suka kpop suka minder sama temen rl walaupun emg temen ku ada yg suka kpop juga. cuma kadang risih sama temen2 yg ngomong stop korea pls shel, dan lainnya.",38,aku mau curhat sini aja deh aq tuh lama suka kpop suka minder sama temen rl walaupun emg temen ku ada yg suka kpop juga cuma kadang risih sama temen2 yg ngomong stop korea pls shel dan lain,4
3170,love,"Setelah itu kamu marah pada papa, dan masuk kekamar sambil membanting pintu. Dan yang datang mengetuk pintu dan membujukmu agar tidak marah adalah mama.",24,telah itu kamu marah pada papa dan masuk kamar sambil banting pintu dan yang datang ketuk pintu dan bujuk agar tidak marah adalah mama,3
3171,anger,"wartawan di bunuh guru di bunuh aktivis di bunuh, sesorang di bunuh, belasan orang di bunuh, puluhan orang di bunuh, ratusan orang di bunuh, ribuan orang di bunuh, puluan ribu orang di bunuh, ratusan ribu orang di bunuh, jutaan orang di bunuh.",42,wartawan di bunuh guru di bunuh aktivis di bunuh sorang di bunuh bas orang di bunuh puluh orang di bunuh ratus orang di bunuh ribu orang di bunuh puluan ribu orang di bunuh ratus ribu orang di bunuh juta orang di bunuh,0
3172,fear,"Takut banget sama kecoa. Amit amit tuh makhluk harus musnah dari bumi /woi satu sva pun tau saya takut kecoa heran 3') Saya gen 19 moroi, pernah jadi press moroi. Orang bilang saya nista orang bilang saya bullyable sampe pas kas hov di lempar ke atas",46,takut banget sama kecoa amit amit tuh makhluk harus musnah dari bumi woi satu sva pun tau saya takut kecoa heran 3 saya gen 19 moroi pernah jadi press moroi orang bilang saya nista orang bilang saya bullyable sampe pas kas hov di lempar ke atas,4
3173,happy,"Terima kasih ayah bunda yang sudah mempercayakan treatment untuk baby Raesha di [USERNAME], semoga baby Raesha sehat dan bahagia selalu #momnjogadingserpong #GiftAwayForCustomer",22,terima kasih ayah bunda yang sudah percaya treatment untuk baby raesha di username moga baby raesha sehat dan bahagia selalu momnjogadingserpong giftawayforcustomer,1
3174,love,"Keberanian terbesar seorang laki-laki adalah pada saat ia berani datang ke rumah gadis yg disukainya, kemudian duduk berhadapan langsung diantara suguhan #kopi [URL]",24,berani besar orang laki laki adalah pada saat ia berani datang ke rumah gadis yg suka kemudian duduk hadap langsung antara suguh kopi url,3
3175,love,Ibu.. Pemilik cinta yang tak habis dibagi. Kasih sayang yang tak lelah diberi. Canda tawa yang terus menghiasi. Serta cerita yang akan terus terpatri,24,ibu milik cinta yang tak habis bagi kasih sayang yang tak lelah beri canda tawa yang terus hias serta cerita yang akan terus patri,3
3176,sadness,"'Hari pertama tanpamu aku benar2 merasakan kesepian. .Minggu pertama mulai kangen. ..Bulan pertama mulai timbul rasa keingin memiliki (lagi) :D Kangen kamu,",22,hari pertama tanpa aku benar2 rasa sepi minggu pertama mulai kangen bulan pertama mulai timbul rasa ingin milik lagi d kangen kamu,2
3177,happy,#thanks to mpmhondajatim [USERNAME] [USERNAME] #halalbihalal #jatimotoblog #2018 di #blitar bisa terlaksana tanpa kurang satu apapun... #sugimasihada #blogger #rider #touring [URL],21,thanks to mpmhondajatim username username halalbihalal jatimotoblog 2018 di blitar bisa laksana tanpa kurang satu apa sugimasihada blogger rider touring url,1
3178,sadness,"InshaaAllah awal juli thal, doakan ya. Kamu, maya, sama dinda harus dateng pokoknya! Cuma kalian temen-temen SMPku yg tersisa, sama diana juga. Sedih tenan ya",26,inshaaallah awal juli thal doa ya kamu maya sama dinda harus dateng pokok cuma kalian temen temen smpku yg sisa sama ana juga sedih tenan ya,2
3179,fear,[USERNAME] Iyaaaa... masih sekecil ini badan dia tp agak gendut sih emang. Tapi khawatir aja. Minggu2 lalu dia emang birahi sih. Bawa cowonya dikenalin ke aku [URL],27,username iyaaaa masih kecil ini badan dia tp agak gendut sih emang tapi khawatir aja minggu2 lalu dia emang birah sih bawa cowonya dikenalin ke aku url,4
3180,love,"Cinta pertama adalah kenangan, Cinta kedua adalah pelajaran, dan cinta yang seterusnya adalah satu keperluan karena hidup tanpa cinta bagaikan masakan tanpa garam. Karena itu jagalah cinta yang dianugerahkan itu sebaik-baiknya agar ia terus mekar dan wangi sepanjang musim.",40,cinta pertama adalah kenang cinta dua adalah ajar dan cinta yang terus adalah satu perlu karena hidup tanpa cinta bagai masakan tanpa garam karena itu jaga cinta yang anugerah itu baik baik agar ia terus mekar dan wangi panjang musim,3
3181,fear,baru kmrn ngerasain namanya takut keluar malem pas mau jemput ira sampe ngomong sama diri sendiri mendingan ketemu hantu dah dan dijalan udah mau nangis aja. knp bisa setakut itu krn tau daerah yg dilewatin lagi rawan.,37,baru kmrn ngerasain nama takut keluar malem pas mau jemput ira sampe ngomong sama diri sendiri mending ketemu hantu dah dan jalan udah mau nang aja knp bisa takut itu krn tau daerah yg dilewatin lagi rawan,4
3182,fear,Kenapa ya akhri akhir ini w lagi takut mati dan di tinggal mati,13,kenapa ya akhri akhir ini w lagi takut mati dan di tinggal mati,4
3183,anger,"[USERNAME] [USERNAME] bisa juga dengan sepatah awalan di depan kalimat: ""makanya.........."" ""Kan udah gue bilang......."" ""Ngotot sih dikasih tau......"" ""Pala batu sih....."" Et cetera~",24,username username bisa juga dengan patah awal di depan kalimat makanya kan udah gue bilang ngotot sih kasih tau pala batu sih et cetera,0
3184,fear,Penyakit hepatitis B 100x lebih infeksius dari HIV/AIDS Duhh serem! Dan belum ada obatnya.,15,sakit hepatitis b 100x lebih infeksius dari hiv aids duhh rem dan belum ada obat,4
3185,love,"Musim terindah adalah Ketika kau nyalakan pagi dengan senyumanmu. Ketika kau payungi siang dengan sapamu, Ketika kau tutup malam dengan belai manjamu. Sesungguhnya aku tulus cinta padamu.",27,musim indah adalah ketika kau nyala pagi dengan senyum ketika kau payung siang dengan sapa ketika kau tutup malam dengan belai manja sungguh aku tulus cinta pada,3
3186,anger,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] yg penting janji itu di buktikan dgn kerja nyata, bukan hanya diucapkan saja....jgn pas pilkada dekat dgn rakyat, bila sudah terpilih...lupakan janji itu....kita tunggu saja .....",34,username username username username username username yg penting janji itu di bukti dgn kerja nyata bukan hanya ucap saja jgn pas pilkada dekat dgn rakyat bila sudah pilih lupa janji itu kita tunggu saja,0
3187,love,[USERNAME] Saya rasa cara menunjukkan sayang itu ngga harus dengan pernyataan semacam itu. Dulu saya menunjukkan rasa sayang dengan minta sticker (LINE) kelinci nemplok. XD,25,username saya rasa cara tunjuk sayang itu ngga harus dengan nyata macam itu dulu saya tunjuk rasa sayang dengan minta sticker line kelinci nemplok xd,3
